"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Dec 16 11:21:55 EST 2020","Wed Dec 16 11:21:55 EST 2020","2","Default Suite","CrudProject","Tests.UpdateTest","Tests.UpdateTest","updateArticle","User can update article",""
"broken","Wed Dec 16 11:21:55 EST 2020","Wed Dec 16 11:21:55 EST 2020","3","Default Suite","CrudProject","Tests.UpdateTest","Tests.UpdateTest","initDriver","initDriver",""
